filename,species_code
2460033.593528_Tautenburg___5014-9061kHz___10-11.9s___re,re
2460226.547200_Tautenburg___5657-9483kHz___10-11.4s___st,st
2459899.372410_Tautenburg___5638-8215kHz___10-11s___re,re
2460230.465413_Tautenburg___5738-9302kHz___10-11.9s___b.,b.
2459674.476669_Tautenburg___5980-8698kHz___10-11.2s___re,re
2460264.257666_Tautenburg___645-3504kHz___0-2m30s___background,background
2460380.488585_Tautenburg___2054-4309kHz___10-59.3s___wa,wa
2459865.558641_Tautenburg___5537-9604kHz___10-11.2s___st,st
2459862.553831_Tautenburg___6524-10631kHz___10-11.3s___st,st
2460048.607270_Tautenburg___5577-9564kHz___10-15.1s___st,st
2459908.306205_Tautenburg___5739-8940kHz___10-11.5s___re,re
2459865.451367_Tautenburg___6665-9746kHz___10-10.8s___st,st
2460023.376163_Tautenburg___4772-8980kHz___10-15.1s___re,re
2460435.414432_Tautenburg___363-4370kHz___0-2m30s___background,background
2460399.648993_Tautenburg___6536-9804kHz___10-11.2s___st,st
2460022.681548_Tautenburg___4832-9282kHz___0-2m30s___background,background
2459862.464179_Tautenburg___5658-9061kHz___10-11.3s___re,re
2460248.407251_Tautenburg___6484-8699kHz___10-11s___re,re
2460369.538343_Tautenburg___1712-3383kHz___10-16.3s___bf,bf
2460275.759069_Tautenburg___6141-8920kHz___10-11.2s___b.,b.
2460237.720702_Tautenburg___5658-8799kHz___10-11.3s___b.,b.
2460247.721502_Tautenburg___4570-8758kHz___0-2m30s___background,background
2460227.535800_Tautenburg___201-6503kHz___10-307.3s___to,to
2460240.502606_Tautenburg___4993-8879kHz___10-12.5s___re,re
2460401.664854_Tautenburg___200-9356kHz___0-2m30s___background,background
2459862.357909_Tautenburg___5617-9785kHz___10-11s___st,st
2460234.698251_Tautenburg___5457-8799kHz___10-13.4s___re,re
2460223.675536_Tautenburg___6020-9080kHz___10-11.5s___st,st
2459860.614370_Tautenburg___6101-9705kHz___10-11.4s___st,st
2459862.685236_Tautenburg___7288-10550kHz___10-10.8s___st,st
2459862.400955_Tautenburg___6584-10591kHz___10-10.9s___st,st
2459853.542344_Tautenburg___6725-10188kHz___10-11.1s___st,st
2460234.701644_Tautenburg___6222-9383kHz___10-11.6s___st,st
2460223.221220_Tautenburg___6665-9866kHz___10-11.2s___st,st
2459681.642672_Tautenburg___6181-10671kHz___10-11.2s___st,st
2460011.480661_Tautenburg___2460-6652kHz___0-2m30s___background,background
2460039.602837_Tautenburg___6604-10289kHz___10-11.8s___st,st
2460007.234019_Tautenburg___282-2336kHz___0-2m30s___background,background
2460234.697733_Tautenburg___5759-8840kHz___10-11.4s___re,re
2460267.750222_Tautenburg___5879-9201kHz___10-11.7s___b.,b.
2460250.725463_Tautenburg___6221-9523kHz___10-11.2s___st,st
2460203.339095_Tautenburg___403-8457kHz___0-2m30s___background,background
2459847.519956_Tautenburg___6303-8920kHz___10-11.4s___r.,r.
2460250.698746_Tautenburg___2013-6785kHz___10-11.7s___s.,s.
2460256.739939_Tautenburg___6061-9786kHz___0-2m30s___background,background
2460259.165887_Tautenburg___5920-9363kHz___10-11.1s___re,re
2460262.745431_Tautenburg___5215-8638kHz___10-22.3s___b.,b.
2460233.492641_Tautenburg___1833-7148kHz___10-13.1s___s.,s.
2460024.428117_Tautenburg___4872-8456kHz___10-12.1s___re,re
2460226.580106_Tautenburg___5678-11094kHz___10-11.7s___st,st
2460249.417813_Tautenburg___5839-8658kHz___10-11.4s___re,re
2459846.682816_Tautenburg___6222-11376kHz___10-10.8s___st,st
2460027.274678_Tautenburg___5477-9141kHz___10-11.7s___re,re
2460273.755769_Tautenburg___5336-9725kHz___10-11.4s___b.,b.
2459862.676122_Tautenburg___5839-9665kHz___10-11.1s___st,st
2460220.552573_Tautenburg___6342-10208kHz___10-11.6s___st,st
2460234.672200_Tautenburg___5235-8316kHz___10-11.6s___re,re
2460234.696399_Tautenburg___5538-8417kHz___0-2m30s___background,background
2460365.300189_Tautenburg___162-2477kHz___0-2m30s___background,background
2460248.412980_Tautenburg___5759-8296kHz___10-13.5s___re,re
2460408.464202_Tautenburg___5981-11598kHz___10-12.3s___st,st
2459859.613302_Tautenburg___5859-8859kHz___10-11.2s___r.,r.
2460262.443566_Tautenburg___5940-8698kHz___10-11.8s___re,re
2459813.279930_Tautenburg___5134-8456kHz___0-2m30s___background,background
2460023.368996_Tautenburg___5899-8919kHz___10-11.5s___re,re
2459862.601382_Tautenburg___6000-10893kHz___10-11.2s___st,st
2459657.303756_Tautenburg___6020-8174kHz___0-2m30s___background,background
2460258.181783_Tautenburg___6060-8416kHz___10-11.4s___re,re
2460209.686322_Tautenburg___6705-10249kHz___10-12.2s___st,st
2460209.686230_Tautenburg___6564-11074kHz___10-20.9s___st,st
2460213.674744_Tautenburg___6242-10732kHz___10-13s___st,st
2459872.705437_Tautenburg___6141-10873kHz___10-10.7s___st,st
2460233.702772_Tautenburg___484-8175kHz___0-2m30s___background,background
2460235.698728_Tautenburg___7027-10631kHz___10-11.7s___st,st
2460253.156472_Tautenburg___6303-9524kHz___10-11.4s___b.,b.
2460212.672196_Tautenburg___6362-9986kHz___10-11.2s___st,st
2460235.638314_Tautenburg___6282-9584kHz___10-11.5s___st,st
2459872.428808_Tautenburg___5416-8356kHz___10-11.1s___re,re
2459869.373610_Tautenburg___5637-8275kHz___10-11s___re,re
2459859.682261_Tautenburg___6504-9987kHz___10-11.2s___st,st
2459862.573354_Tautenburg___6483-10107kHz___10-10.8s___st,st
2459846.633160_Tautenburg___6443-10329kHz___10-10.6s___st,st
2460244.415867_Tautenburg___5135-8940kHz___10-12s___re,re
2460241.673123_Tautenburg___6040-9000kHz___10-11s___st,st
2459850.564336_Tautenburg___6483-9765kHz___10-10.9s___st,st
2460250.724751_Tautenburg___5256-9001kHz___10-11.3s___b.,b.
2460022.322323_Tautenburg___826-3745kHz___10-12.3s___bh,bh
2460214.335289_Tautenburg___6705-10671kHz___10-11.5s___st,st
2460250.726295_Tautenburg___5618-8397kHz___10-13.1s___b.,b.
2459872.475405_Tautenburg___1691-7127kHz___0-2m30s___background,background
2460261.159745_Tautenburg___5477-8376kHz___10-11.4s___b.,b.
2460241.438493_Tautenburg___6725-10309kHz___10-11.3s___st,st
2460257.732959_Tautenburg___5739-9504kHz___10-11.5s___re,re
2460235.705293_Tautenburg___6705-9725kHz___10-11.3s___st,st
2459651.653903_Tautenburg___6021-10974kHz___0-2m30s___background,background
2459862.664157_Tautenburg___6040-8980kHz___10-11.1s___st,st
2460230.482799_Tautenburg___6443-10732kHz___10-11.4s___st,st
2460216.537774_Tautenburg___6201-10651kHz___10-11.7s___st,st
2460212.572918_Tautenburg___5960-9765kHz___0-2m30s___background,background
2459650.604485_Tautenburg___5698-10268kHz___10-11.8s___st,st
2459865.308220_Tautenburg___5457-10088kHz___10-11.2s___st,st
2460027.656806_Tautenburg___5256-8437kHz___10-11.4s___re,re
2460247.728148_Tautenburg___5899-8939kHz___10-12s___b.,b.
2459872.486122_Tautenburg___5537-8275kHz___10-11.3s___re,re
2459862.423896_Tautenburg___6746-9665kHz___10-11.1s___st,st
2460221.242448_Tautenburg___5235-9061kHz___10-11.4s___re,re
2460250.718047_Tautenburg___2054-6926kHz___0-2m30s___background,background
2460374.594515_Tautenburg___444-8437kHz___10-43.8s___to,to
2460435.518468_Tautenburg___544-4953kHz___10-12.8s___mh,mh
2459875.424249_Tautenburg___6826-10309kHz___10-11.3s___st,st
2460227.507981_Tautenburg___342-4228kHz___0-2m30s___background,background
2460220.353497_Tautenburg___523-5255kHz___10-128.2s___to,to
2460226.426359_Tautenburg___6081-9423kHz___10-11.7s___st,st
2460033.667182_Tautenburg___5296-8175kHz___10-11.6s___re,re
2460244.403420_Tautenburg___5759-9101kHz___10-15.5s___st,st
2460250.288345_Tautenburg___5618-8638kHz___10-11.8s___re,re
2459865.387569_Tautenburg___5779-8658kHz___10-11.6s___re,re
2460260.592876_Tautenburg___665-7652kHz___10-18.7s___to,to
2460406.509638_Tautenburg___383-2658kHz___0-2m30s___background,background
2460244.533253_Tautenburg___5799-8819kHz___10-11.1s___re,re
2459684.509862_Tautenburg___6000-9362kHz___10-10.9s___st,st
2460023.539828_Tautenburg___5094-8940kHz___0-2m30s___background,background
2459865.410073_Tautenburg___5859-9181kHz___10-11.1s___st,st
2460235.685495_Tautenburg___5477-8618kHz___10-11.6s___re,re
2460048.616862_Tautenburg___5880-9343kHz___10-11.7s___st,st
2459862.346512_Tautenburg___5879-8859kHz___10-11.1s___st,st
2459862.588950_Tautenburg___6060-9362kHz___10-11.1s___st,st
2460268.758474_Tautenburg___5577-9181kHz___10-11.5s___re,re
2460226.492214_Tautenburg___5255-8295kHz___10-11.2s___st,st
2459875.702193_Tautenburg___5074-7671kHz___10-11s___re,re
2460251.730708_Tautenburg___4209-9162kHz___10-12.4s___b.,b.
2459652.517830_Tautenburg___5960-10631kHz___10-11.3s___st,st
2459853.240132_Tautenburg___6303-9786kHz___10-11.1s___st,st
2460226.529933_Tautenburg___6020-9584kHz___10-11.2s___st,st
2459865.453723_Tautenburg___6020-9020kHz___10-10.9s___st,st
2459861.573791_Tautenburg___6906-10208kHz___10-10.5s___st,st
2459843.308130_Tautenburg___524-3645kHz___10-134s___h.,h.
2460260.685789_Tautenburg___584-8074kHz___0-2m30s___background,background
2460222.638282_Tautenburg___5315-10369kHz___0-2m30s___background,background
2459857.330317_Tautenburg___6282-9363kHz___10-10.8s___st,st
2460207.682457_Tautenburg___5981-10974kHz___10-11.5s___st,st
2460190.274022_Tautenburg___463-8013kHz___10-28.6s___to,to
2460208.644368_Tautenburg___503-5335kHz___0-2m30s___background,background
2459853.591297_Tautenburg___6483-11235kHz___10-11.9s___st,st
2460250.655131_Tautenburg___6362-10550kHz___10-11.4s___st,st
2459854.281036_Tautenburg___6242-9242kHz___10-11s___st,st
2460252.734886_Tautenburg___6786-10773kHz___10-11.6s___st,st
2460248.724802_Tautenburg___6383-9202kHz___10-11.3s___re,re
2460254.735321_Tautenburg___6604-9262kHz___10-11.1s___re,re
2459860.426784_Tautenburg___6604-9866kHz___10-11s___st,st
2459656.692087_Tautenburg___6584-10571kHz___10-10.9s___st,st
2460274.348794_Tautenburg___5899-8275kHz___10-11.3s___re,re
2460226.503848_Tautenburg___5356-9443kHz___10-11.8s___st,st
2460259.156892_Tautenburg___6282-10228kHz___10-11s___b.,b.
2459668.655698_Tautenburg___6685-10611kHz___10-11.4s___st,st
2460018.405740_Tautenburg___461-3602kHz___0-2m30s___background,background
2460028.262804_Tautenburg___5699-8598kHz___10-14.9s___re,re
2460226.523331_Tautenburg___503-2939kHz___0-2m30s___background,background
2460264.167614_Tautenburg___6182-9303kHz___10-11.8s___re,re
2460033.329735_Tautenburg___2417-8236kHz___0-2m30s___background,background
2460375.359130_Tautenburg___423-3806kHz___10-104.7s___kr,kr
2459861.599161_Tautenburg___5638-8094kHz___10-11.1s___re,re
2459869.344441_Tautenburg___6323-9826kHz___10-10.9s___st,st
2460228.468947_Tautenburg___6403-10692kHz___10-11.3s___st,st
2460258.739152_Tautenburg___5517-10410kHz___0-2m30s___background,background
2460204.446201_Tautenburg___302-6383kHz___10-222.5s___to,to
2460226.558997_Tautenburg___6282-9564kHz___10-11.5s___st,st
2460256.525656_Tautenburg___685-10370kHz___0-2m30s___background,background
2460023.372964_Tautenburg___5718-9101kHz___10-11.5s___re,re
2460265.535620_Tautenburg___5497-9202kHz___10-11.8s___re,re
2460233.412794_Tautenburg___6041-9806kHz___10-11.3s___st,st
2460214.639736_Tautenburg___6282-10128kHz___10-11.4s___st,st
2460024.568264_Tautenburg___5699-10088kHz___10-11.7s___st,st
2460213.264501_Tautenburg___423-4591kHz___10-79.1s___h.,h.
2460226.423773_Tautenburg___6383-9786kHz___10-11.8s___st,st
2460268.756871_Tautenburg___5981-9786kHz___10-11.4s___b.,b.
2460249.252873_Tautenburg___6342-9986kHz___10-11.1s___st,st
2460226.496606_Tautenburg___5860-8779kHz___10-11.6s___st,st
2459628.671133_Tautenburg___1694-5907kHz___10-13.1s___s.,s.
2460231.710336_Tautenburg___6403-10510kHz___10-11.4s___st,st
2460177.482357_Tautenburg___420-3651kHz___10-29.9s___to,to
2459871.512860_Tautenburg___5417-7954kHz___10-11s___re,re
2459665.371778_Tautenburg___6202-9947kHz___10-11.3s___st,st
2460260.323725_Tautenburg___5658-7953kHz___10-11.2s___re,re
2459655.477476_Tautenburg___5618-8537kHz___10-11.6s___re,re
2459654.688249_Tautenburg___5497-9141kHz___10-11.4s___re,re
2460249.416236_Tautenburg___6363-9101kHz___10-11.8s___re,re
2460252.736986_Tautenburg___5758-9624kHz___0-2m30s___background,background
2459896.342930_Tautenburg___6322-8718kHz___10-11.1s___re,re
2460235.205291_Tautenburg___6705-10329kHz___10-11.5s___st,st
2459691.608180_Tautenburg___1168-9705kHz___10-12.3s___bf,bf
2460018.405740_Tautenburg___461-3602kHz___10-36.3s___co,co
2460202.547688_Tautenburg___343-9222kHz___0-2m30s___background,background
2460212.664842_Tautenburg___6322-10570kHz___10-11s___st,st
2460234.687110_Tautenburg___6081-10027kHz___10-11.5s___st,st
2459895.602790_Tautenburg___5920-8356kHz___10-11.4s___re,re
2460252.735408_Tautenburg___6161-9242kHz___10-11.5s___re,re
2460192.639175_Tautenburg___5799-9443kHz___10-11.7s___st,st
2460254.728714_Tautenburg___5819-9121kHz___10-10.6s___re,re
2460217.667340_Tautenburg___6342-10288kHz___10-11.8s___st,st
2460202.646698_Tautenburg___6645-10390kHz___10-11.5s___st,st
2459870.565590_Tautenburg___6021-8618kHz___10-10.9s___r.,r.
2460025.509267_Tautenburg___624-6020kHz___10-11.9s___h.,h.
2459895.552567_Tautenburg___5920-8356kHz___10-11.4s___re,re
2459894.245347_Tautenburg___5618-8497kHz___10-11.9s___re,re
2460224.693779_Tautenburg___6201-10631kHz___10-15.2s___st,st
2459859.459513_Tautenburg___6302-10168kHz___10-10.8s___st,st
2459872.524622_Tautenburg___5678-8618kHz___10-11.5s___re,re
2459847.557583_Tautenburg___6302-9564kHz___10-11.3s___st,st
2460023.349629_Tautenburg___5759-10470kHz___10-11.7s___st,st
2460232.319695_Tautenburg___5517-9483kHz___10-11.4s___re,re
2460235.700878_Tautenburg___6343-10108kHz___0-2m30s___background,background
2460244.505044_Tautenburg___6564-9826kHz___10-16.4s___st,st
2460379.293479_Tautenburg___303-3806kHz___10-11.4s___h.,h.
2460217.684076_Tautenburg___6544-11155kHz___10-11.1s___st,st
2459626.344165_Tautenburg___868-5639kHz___10-25.9s___ch,ch
2460202.516359_Tautenburg___6282-9302kHz___10-11.3s___st,st
2460268.758441_Tautenburg___5276-8759kHz___10-12.9s___re,re
2460232.705769_Tautenburg___6503-10631kHz___0-2m30s___background,background
2459862.653023_Tautenburg___6242-10913kHz___10-10.8s___st,st
2460250.456172_Tautenburg___5637-8577kHz___10-11.6s___re,re
2460404.321822_Tautenburg___262-5356kHz___0-2m30s___background,background
2459863.504172_Tautenburg___5779-8578kHz___10-11.7s___b.,b.
2460244.526617_Tautenburg___5578-8437kHz___10-11.7s___re,re
2460023.367790_Tautenburg___5155-8638kHz___10-11.7s___re,re
2460362.405170_Tautenburg___362-5094kHz___10-13.8s___co,co
2460218.687215_Tautenburg___6443-10047kHz___10-11.7s___st,st
2459834.624822_Tautenburg___4309-7148kHz___10-23.9s___tp,tp
2460270.234764_Tautenburg___6362-8718kHz___10-10.9s___re,re
2460043.444291_Tautenburg___4369-8960kHz___0-2m30s___background,background
2460232.544117_Tautenburg___906-10450kHz___0-2m30s___background,background
2460253.569107_Tautenburg___6866-10772kHz___10-11.2s___st,st
2459898.316955_Tautenburg___5799-8598kHz___10-11.5s___re,re
2460269.157132_Tautenburg___6201-9845kHz___10-11.3s___b.,b.
2460236.370711_Tautenburg___5900-10229kHz___10-11.7s___st,st
2459895.167446_Tautenburg___5840-9021kHz___10-12.3s___re,re
2460234.701557_Tautenburg___6463-9443kHz___10-11.2s___st,st
2460234.687376_Tautenburg___5134-8476kHz___0-2m30s___background,background
2460384.458230_Tautenburg___2021-5663kHz___10-14.5s___co,co
2459862.653127_Tautenburg___5940-9383kHz___10-11s___st,st
2459853.670554_Tautenburg___6524-10631kHz___10-11.6s___st,st
2460190.575016_Tautenburg___1027-3222kHz___10-66.7s___to,to
2460235.513148_Tautenburg___5295-8235kHz___0-2m30s___background,background
2460241.486147_Tautenburg___5859-9403kHz___10-12s___st,st
2460009.493800_Tautenburg___644-3926kHz___10-30.5s___wn,wn
2460271.759763_Tautenburg___5759-9121kHz___10-11.7s___b.,b.
2459862.382081_Tautenburg___6604-9383kHz___10-11.1s___st,st
2460392.255001_Tautenburg___5439-8882kHz___10-11.4s___re,re
2460268.758489_Tautenburg___5014-8437kHz___10-11.2s___re,re
2459859.633444_Tautenburg___5356-8215kHz___10-10.6s___st,st
2460215.209717_Tautenburg___6222-11356kHz___10-14.2s___st,st
2459861.395438_Tautenburg___5820-9343kHz___10-11.1s___re,re
2460025.462103_Tautenburg___463-3745kHz___10-52.9s___h.,h.
2460177.611945_Tautenburg___684-10248kHz___0-2m30s___background,background
2460226.455125_Tautenburg___6162-9645kHz___10-11s___st,st
2459859.312929_Tautenburg___5698-9000kHz___10-11.2s___st,st
2459907.746062_Tautenburg___5356-8779kHz___10-11s___re,re
2459656.293606_Tautenburg___5839-8316kHz___10-11.5s___re,re
2460194.555355_Tautenburg___322-10772kHz___0-2m30s___background,background
2459862.497339_Tautenburg___6363-9202kHz___10-11.5s___b.,b.
2459865.558655_Tautenburg___5517-9000kHz___10-10.8s___re,re
2459902.478243_Tautenburg___5517-8920kHz___10-11.2s___re,re
2460244.189496_Tautenburg___5658-8900kHz___10-11.6s___re,re
2460019.426450_Tautenburg___504-3811kHz___10-15.2s___co,co
2460022.670039_Tautenburg___5256-9001kHz___10-12s___re,re
2460220.440977_Tautenburg___5859-10731kHz___10-12.7s___st,st
2460027.521272_Tautenburg___5356-8416kHz___10-12s___re,re
2460022.414739_Tautenburg___987-4309kHz___0-2m30s___background,background
2459686.396663_Tautenburg___826-6343kHz___10-12s___mh,mh
2460247.727305_Tautenburg___5699-9464kHz___0-2m30s___background,background
2459870.517150_Tautenburg___6786-9383kHz___10-10.6s___st,st
2460211.485713_Tautenburg___5900-9866kHz___10-11.9s___st,st
2459995.728305_Tautenburg___1711-6483kHz___10-12.1s___s.,s.
2460213.456040_Tautenburg___6262-10047kHz___10-11.3s___st,st
2459630.339920_Tautenburg___1239-5267kHz___10-52.7s___gr,gr
2460218.628564_Tautenburg___5356-10228kHz___10-11.6s___st,st
2460250.727274_Tautenburg___6221-8577kHz___10-11.1s___b.,b.
2460214.507303_Tautenburg___6483-9785kHz___10-10.7s___st,st
2460236.297707_Tautenburg___5396-9886kHz___10-11.7s___st,st
2459897.168283_Tautenburg___4812-9242kHz___10-12s___re,re
2460241.275354_Tautenburg___5195-9524kHz___10-11.7s___b.,b.
2459655.436664_Tautenburg___5859-8336kHz___10-11.4s___re,re
2460192.505778_Tautenburg___504-6061kHz___0-2m30s___background,background
2459847.679017_Tautenburg___6382-9342kHz___10-10.8s___st,st
2460244.515664_Tautenburg___5981-9504kHz___10-11.7s___re,re
2460254.735575_Tautenburg___6484-10289kHz___10-11.5s___re,re
2459869.497921_Tautenburg___6363-9524kHz___10-11.2s___st,st
2459844.674225_Tautenburg___5658-10027kHz___10-13s___st,st
2460390.582658_Tautenburg___5164-8582kHz___0-2m30s___background,background
2460025.490270_Tautenburg___5840-9363kHz___10-12.2s___b.,b.
2459680.591028_Tautenburg___5678-8618kHz___10-11.6s___re,re
2460044.623390_Tautenburg___5053-8295kHz___10-12s___re,re
2460201.342917_Tautenburg___564-7430kHz___10-13s___mh,mh
2460255.161638_Tautenburg___5517-9161kHz___10-11.1s___b.,b.
2459675.580647_Tautenburg___6020-8356kHz___10-11.5s___re,re
2460028.262777_Tautenburg___5759-8638kHz___10-13.9s___re,re
2459868.513026_Tautenburg___6362-9624kHz___10-11.2s___st,st
2460389.245899_Tautenburg___5190-8209kHz___0-2m30s___background,background
2459652.685285_Tautenburg___6302-11658kHz___0-2m30s___background,background
2460023.380638_Tautenburg___4893-8859kHz___0-2m30s___background,background
2459865.668428_Tautenburg___6222-9343kHz___10-11.3s___st,st
2460256.741116_Tautenburg___6181-9463kHz___10-10.9s___b.,b.
2459847.665019_Tautenburg___6725-9624kHz___10-10.7s___st,st
2460235.193518_Tautenburg___6081-10611kHz___0-2m30s___background,background
2460043.444291_Tautenburg___4369-8960kHz___10-12.5s___re,re
2460242.307757_Tautenburg___201-6463kHz___10-88.1s___to,to
2460261.385953_Tautenburg___5618-8759kHz___10-11.8s___re,re
2459862.663977_Tautenburg___5819-9121kHz___10-10.9s___st,st
2459657.397057_Tautenburg___5819-8920kHz___10-11.4s___re,re
2460268.758386_Tautenburg___5457-7954kHz___10-11.6s___re,re
2460226.489158_Tautenburg___5678-10228kHz___10-14s___st,st
2460213.377834_Tautenburg___6383-10430kHz___10-10.8s___st,st
2459895.403300_Tautenburg___5477-8517kHz___10-11.1s___re,re
2459863.386260_Tautenburg___6020-9403kHz___10-10.9s___st,st
2460235.193518_Tautenburg___6081-10611kHz___10-14.8s___st,st
2460235.698131_Tautenburg___6725-10712kHz___10-12.8s___st,st
2460250.638379_Tautenburg___5517-8094kHz___10-12.1s___re,re
2460191.645807_Tautenburg___6625-11256kHz___10-18.3s___st,st
2459864.504607_Tautenburg___5778-9946kHz___10-10.9s___st,st
2459862.565165_Tautenburg___6866-9081kHz___10-10.7s___st,st
2460243.717915_Tautenburg___5436-8456kHz___10-11.5s___re,re
2460022.455164_Tautenburg___5456-8476kHz___10-11.8s___re,re
